customer_id,full_name,nik,phone,email,city,province,registration_date,registration_channel,loyalty_tier,lifetime_value,preferred_store_id,consent_marketing,consent_analytics,consent_third_party,churn_risk_score,first_purchase_date,last_purchase_date
CUST0002791,Customer 2791,9988976899186243,+6283872167715,customer2791@email.com,Balikpapan,Kalimantan Timur,2020-12-17,PAID_SEARCH,BRONZE,4582532.08,STR0004,True,True,False,79.5,2021-01-05,2021-06-30
CUST0002792,Customer 2792,9671425470967608,086801107379,customer2792@email.com,Sidoarjo,Jawa Timur,2021-07-29,PAID_SEARCH,BRONZE,16596487.21,STR0191,True,True,True,43.82,2021-08-03,2022-03-07
CUST0002793,Customer 2793,5632939905981211,6289224299811,customer2793@email.com,Samarinda,Kalimantan Timur,2024-04-23,ORGANIC,BRONZE,41842017.16,STR0132,True,True,False,11.53,2024-05-02,2024-11-06
CUST0002794,Customer 2794,4636892445267889,6285383342253,customer2794@email.com,Bogor,Jawa Barat,2023-09-16,PAID_SEARCH,BRONZE,26627218.96,STR0023,False,True,True,60.09,2023-09-22,2024-01-14
CUST0002795,Customer 2795,8684578742980148,+6283729329007,customer2795@email.com,Denpasar,Bali,2023-09-17,PAID_SOCIAL,GOLD,1667386.82,STR0213,True,True,True,27.55,2023-09-20,2024-08-08
CUST0002796,Customer 2796,5180448741865208,083581922268,customer2796@email.com,Tangerang,Banten,2022-03-29,PARTNERSHIP,PLATINUM,26960439.18,STR0001,True,True,False,28.38,2022-04-06,2022-12-14
CUST0002797,Customer 2797,3586664431418195,088966766641,customer2797@email.com,Balikpapan,Kalimantan Timur,2024-05-05,PAID_SEARCH,SILVER,26723175.08,STR0041,True,True,True,67.92,2024-05-30,2024-08-22
CUST0002798,Customer 2798,5967276919229954,+6288098837978,customer2798@email.com,Jakarta Timur,DKI Jakarta,2020-09-24,PAID_SOCIAL,BRONZE,7898659.62,STR0203,True,True,True,23.88,2020-09-25,2021-07-29
CUST0002799,Customer 2799,2004357392536392,+6288628858534,customer2799@email.com,Serang,Banten,2021-09-09,PAID_SOCIAL,BRONZE,44487435.69,STR0081,True,True,False,62.92,2021-09-21,2021-12-22
CUST0002800,Customer 2800,5686153441439972,083567684037,customer2800@email.com,Cirebon,Jawa Barat,2022-08-07,PAID_SOCIAL,DIAMOND,36606423.12,STR0145,True,True,True,69.12,2022-08-19,2022-10-03
CUST0002801,Customer 2801,4061029821777695,6284479397063,customer2801@email.com,Samarinda,Kalimantan Timur,2020-10-21,REFERRAL,SILVER,12937872.66,STR0013,True,True,True,74.98,2020-11-19,2021-04-08
CUST0002802,Customer 2802,7915425189714977,087929961313,customer2802@email.com,Serang,Banten,2023-07-26,PAID_SOCIAL,BRONZE,3030584.9,STR0122,True,True,False,12.75,2023-08-06,2023-09-19
CUST0002803,Customer 2803,0858279346564122,+6286533630957,customer2803@email.com,Samarinda,Kalimantan Timur,2020-03-15,PARTNERSHIP,BRONZE,26190201.02,STR0010,True,True,True,94.76,2020-03-21,2020-09-12
CUST0002804,Customer 2804,0494032489005625,086120973321,customer2804@email.com,Magelang,Jawa Tengah,2021-04-18,ORGANIC,PLATINUM,40681704.96,STR0088,True,True,False,23.15,2021-05-03,2021-09-22
CUST0002805,Customer 2805,1548411302332959,082788191155,customer2805@email.com,Solo,Jawa Tengah,2021-03-19,PARTNERSHIP,BRONZE,29519508.42,STR0221,True,True,True,21.28,2021-04-02,2021-09-04
CUST0002806,Customer 2806,7257310095503490,+6288099567362,customer2806@email.com,Malang,Jawa Timur,2023-03-06,ORGANIC,SILVER,3881416.15,STR0086,True,True,True,73.76,2023-03-06,2023-07-28
CUST0002807,Customer 2807,9727435113190624,6280437381783,customer2807@email.com,Malang,Jawa Timur,2022-03-07,PAID_SOCIAL,BRONZE,24743550.42,STR0167,True,False,False,69.46,2022-03-13,2022-05-26
CUST0002808,Customer 2808,6606570884136105,080280240195,customer2808@email.com,Yogyakarta,Yogyakarta,2023-02-18,ORGANIC,BRONZE,20719187.95,STR0147,True,True,True,77.25,2023-03-07,2023-08-09
CUST0002809,Customer 2809,6972106543624734,6280410329342,customer2809@email.com,Medan,Sumatera Utara,2023-04-23,PAID_SEARCH,BRONZE,33517601.05,STR0024,True,True,True,91.19,2023-05-04,2023-07-02
CUST0002810,Customer 2810,3545877104497985,082255532908,customer2810@email.com,Medan,Sumatera Utara,2023-11-15,PARTNERSHIP,PLATINUM,19278395.36,STR0182,True,True,False,19.8,2023-11-17,2024-08-13
CUST0002811,Customer 2811,6558867978795934,082097824904,customer2811@email.com,Tangerang Selatan,Banten,2022-06-13,ORGANIC,GOLD,8723749.38,STR0232,True,True,False,78.45,2022-07-13,2022-10-12
CUST0002812,Customer 2812,5489307090049124,+6282804895783,customer2812@email.com,Badung,Bali,2021-04-27,PAID_SOCIAL,GOLD,6865038.1,STR0064,False,True,False,24.61,2021-05-27,2021-12-21
CUST0002813,Customer 2813,4204336221494069,088352007868,customer2813@email.com,Balikpapan,Kalimantan Timur,2022-11-04,PAID_SEARCH,BRONZE,8458399.27,STR0211,False,True,True,82.02,2022-12-01,2023-01-07
CUST0002814,Customer 2814,6726325032507271,080984699793,customer2814@email.com,Semarang,Jawa Tengah,2021-12-04,PAID_SEARCH,GOLD,39724249.44,STR0043,True,True,True,67.97,2021-12-29,2022-05-26
CUST0002815,Customer 2815,5817424416586344,087832624991,customer2815@email.com,Sleman,Yogyakarta,2022-06-26,ORGANIC,BRONZE,9680464.94,STR0127,True,True,True,42.28,2022-07-10,2023-01-02
CUST0002816,Customer 2816,4459233364190937,+6283050106112,customer2816@email.com,Yogyakarta,Yogyakarta,2022-05-12,PAID_SOCIAL,DIAMOND,18902913.98,STR0213,True,True,True,74.49,2022-05-26,2022-08-11
CUST0002817,Customer 2817,2231568742328128,+6281844569425,customer2817@email.com,Bogor,Jawa Barat,2020-09-29,ORGANIC,BRONZE,30429269.22,STR0219,True,True,True,60.09,2020-10-24,2021-03-17
CUST0002818,Customer 2818,1815209418184786,+6281803530682,customer2818@email.com,Tangerang,Banten,2024-07-04,ORGANIC,DIAMOND,17199379.07,STR0140,True,True,True,34.7,2024-08-02,2024-10-25
CUST0002819,Customer 2819,2747999637602493,082828990857,customer2819@email.com,Jakarta Selatan,DKI Jakarta,2023-11-26,ORGANIC,SILVER,18052870.97,STR0188,True,True,True,71.64,2023-12-07,2024-05-26
CUST0002820,Customer 2820,1045242784819285,085453499729,customer2820@email.com,Tangerang Selatan,Banten,2022-01-05,PAID_SOCIAL,PLATINUM,42202035.41,STR0036,False,True,True,32.53,2022-01-16,2022-03-05
CUST0002821,Customer 2821,0975324249420962,6287735241315,customer2821@email.com,Solo,Jawa Tengah,2022-08-13,REFERRAL,SILVER,12662751.59,STR0159,False,True,True,22.91,2022-09-03,2023-05-23
CUST0002822,Customer 2822,6258420234244229,081724401472,customer2822@email.com,Magelang,Jawa Tengah,2022-10-20,PARTNERSHIP,GOLD,43446992.81,STR0057,True,True,True,37.0,2022-11-13,2023-07-06
CUST0002823,Customer 2823,4978134618572487,+6283985794201,customer2823@email.com,Medan,Sumatera Utara,2020-07-21,PAID_SOCIAL,GOLD,35415868.36,STR0010,True,True,False,49.96,2020-07-23,2020-11-25
CUST0002824,Customer 2824,7778945100747164,6280341424799,customer2824@email.com,Magelang,Jawa Tengah,2022-03-20,PAID_SOCIAL,GOLD,45955974.28,STR0032,True,True,True,43.6,2022-04-08,2023-05-02
CUST0002825,Customer 2825,9091433187535702,+6286782443470,customer2825@email.com,Balikpapan,Kalimantan Timur,2023-11-24,ORGANIC,SILVER,5691462.11,STR0112,True,True,True,82.73,2023-12-19,2024-03-17
CUST0002826,Customer 2826,0774215673985260,082300746292,,Badung,Bali,2024-12-02,REFERRAL,BRONZE,49145353.09,STR0218,True,True,False,23.55,2024-12-27,2025-04-09
CUST0002827,Customer 2827,2261576960495225,6281709408432,customer2827@email.com,Magelang,Jawa Tengah,2020-07-20,REFERRAL,GOLD,34009846.35,STR0180,True,True,False,20.32,2020-07-26,2022-03-03
CUST0002828,Customer 2828,4265817197798053,+6284300411956,customer2828@email.com,Bandung,Jawa Barat,2020-08-04,ORGANIC,BRONZE,20776445.65,STR0070,True,True,True,14.3,2020-08-25,2021-03-01
CUST0002829,Customer 2829,2017076017241028,6286307134682,customer2829@email.com,Makassar,Sulawesi Selatan,2024-08-14,ORGANIC,BRONZE,31957662.91,STR0080,False,True,True,47.16,2024-08-28,2025-01-12
CUST0002830,Customer 2830,9380207615611765,6286304483847,,Jakarta Barat,DKI Jakarta,2022-09-12,ORGANIC,GOLD,34663653.45,STR0088,True,True,True,29.0,2022-10-02,2023-04-06
CUST0002831,Customer 2831,0033428046586409,6280522246288,customer2831@email.com,Binjai,Sumatera Utara,2023-02-09,REFERRAL,BRONZE,47947294.94,STR0053,True,True,True,33.52,2023-03-10,2023-06-22
CUST0002832,Customer 2832,7428701189971907,+6289691408436,customer2832@email.com,Makassar,Sulawesi Selatan,2023-06-16,ORGANIC,GOLD,36996772.74,STR0159,True,True,True,77.66,2023-07-14,2023-11-21
CUST0002833,Customer 2833,4398100404097310,+6281488424690,customer2833@email.com,Surabaya,Jawa Timur,2021-08-27,PAID_SOCIAL,BRONZE,16041582.07,STR0171,True,True,False,48.31,2021-09-18,2023-01-07
CUST0002834,Customer 2834,8428642009529692,+6286927534813,customer2834@email.com,Sidoarjo,Jawa Timur,2022-09-09,ORGANIC,GOLD,47007855.75,STR0068,True,True,True,83.58,2022-09-20,2022-11-02
CUST0002835,Customer 2835,0146214456969159,081404928679,,Badung,Bali,2024-02-12,REFERRAL,BRONZE,17253225.43,STR0091,True,True,False,15.32,2024-02-14,2024-05-22
CUST0002836,Customer 2836,8812816904545920,088184674498,customer2836@email.com,Tangerang,Banten,2023-03-31,PAID_SOCIAL,BRONZE,353387.68,STR0101,True,True,False,32.02,2023-04-28,2024-06-06
CUST0002837,Customer 2837,3206659569065275,+6288363559980,customer2837@email.com,Makassar,Sulawesi Selatan,2022-05-01,PAID_SOCIAL,SILVER,41114979.28,STR0162,True,True,False,44.69,2022-05-01,2023-06-30
CUST0002838,Customer 2838,0728757548304439,6284151425621,customer2838@email.com,Medan,Sumatera Utara,2020-07-08,ORGANIC,BRONZE,38728616.67,STR0100,True,True,False,41.92,2020-08-03,2020-12-13
CUST0002839,Customer 2839,1317509080060050,+6282694331322,customer2839@email.com,Solo,Jawa Tengah,2021-06-16,REFERRAL,BRONZE,36482973.69,STR0215,True,False,True,85.8,2021-07-13,2021-11-21
CUST0002840,Customer 2840,9264483830336192,6281917564316,customer2840@email.com,Samarinda,Kalimantan Timur,2023-10-01,PAID_SOCIAL,BRONZE,26426701.79,STR0040,True,True,False,94.16,2023-10-31,2024-01-17
CUST0002841,Customer 2841,4933993492588701,6280738780971,customer2841@email.com,Yogyakarta,Yogyakarta,2023-01-18,ORGANIC,GOLD,24320810.32,STR0145,False,True,True,75.05,2023-01-18,2023-04-15
CUST0002842,Customer 2842,3269879664912604,6283256944702,customer2842@email.com,Makassar,Sulawesi Selatan,2022-08-30,REFERRAL,SILVER,43703800.89,STR0014,False,True,True,76.28,2022-09-12,2022-12-15
CUST0002843,Customer 2843,7965084801985894,6289093596228,,Balikpapan,Kalimantan Timur,2020-12-02,REFERRAL,PLATINUM,41431372.63,STR0165,True,True,True,47.87,2020-12-22,2021-09-11
CUST0002844,Customer 2844,3347255603020805,6288028534717,customer2844@email.com,Denpasar,Bali,2024-11-13,PAID_SOCIAL,PLATINUM,47371590.74,STR0176,True,True,False,7.18,2024-12-09,2025-06-22
CUST0002845,Customer 2845,1786156344254060,6283782217172,customer2845@email.com,Balikpapan,Kalimantan Timur,2022-04-22,ORGANIC,BRONZE,44549363.68,STR0104,True,True,True,35.15,2022-05-14,2023-11-11
CUST0002846,Customer 2846,4909004779416967,6287817674997,customer2846@email.com,Makassar,Sulawesi Selatan,2020-10-15,PARTNERSHIP,SILVER,23719168.2,STR0202,True,True,True,73.78,2020-11-07,2021-02-22
CUST0002847,Customer 2847,4189209144896598,087118400027,customer2847@email.com,Surabaya,Jawa Timur,2022-07-15,PAID_SEARCH,SILVER,27169935.25,STR0127,True,True,True,82.12,2022-07-23,2022-12-02
CUST0002848,Customer 2848,5158419551517201,+6285342026349,customer2848@email.com,Medan,Sumatera Utara,2024-08-28,PAID_SOCIAL,SILVER,30289312.7,STR0110,True,False,True,10.96,2024-09-01,2025-12-06
CUST0002849,Customer 2849,0559969737420673,6281276128635,customer2849@email.com,Jakarta Selatan,DKI Jakarta,2022-12-27,PAID_SOCIAL,BRONZE,2728203.12,STR0091,True,True,True,45.71,2023-01-14,2024-01-26
CUST0002850,Customer 2850,5555355396977232,086418183470,,Malang,Jawa Timur,2022-02-15,PARTNERSHIP,BRONZE,12799073.76,STR0166,True,True,True,32.62,2022-02-26,2023-08-29
CUST0002851,Customer 2851,5387722428840708,+6281648761507,customer2851@email.com,Jakarta Utara,DKI Jakarta,2023-08-30,PAID_SOCIAL,GOLD,23998568.27,STR0197,True,True,False,14.69,2023-09-22,2024-12-03
CUST0002852,Customer 2852,1813091845143091,+6288692876145,customer2852@email.com,Denpasar,Bali,2022-05-15,PARTNERSHIP,PLATINUM,32181378.22,STR0086,True,True,False,17.56,2022-06-06,2023-03-23
CUST0002853,Customer 2853,9602697636672374,6288432726701,customer2853@email.com,Balikpapan,Kalimantan Timur,2024-09-22,PAID_SOCIAL,SILVER,250843.6,STR0002,True,True,True,20.04,2024-10-16,2026-03-05
CUST0002854,Customer 2854,9630895787135055,+6280703005483,customer2854@email.com,Yogyakarta,Yogyakarta,2023-01-11,PAID_SEARCH,BRONZE,34572631.87,STR0085,True,True,True,21.13,2023-01-20,2024-02-13
CUST0002855,Customer 2855,7101951418481243,+6282755756793,customer2855@email.com,Surabaya,Jawa Timur,2024-08-19,PAID_SOCIAL,PLATINUM,41555269.89,STR0222,True,True,False,33.01,2024-09-11,2025-07-25
CUST0002856,Customer 2856,8545999955796514,084680104674,customer2856@email.com,Badung,Bali,2022-06-28,PAID_SOCIAL,BRONZE,29183204.29,STR0054,True,True,True,15.68,2022-07-24,2024-02-17
CUST0002857,Customer 2857,8881503785857384,6284310566624,customer2857@email.com,Makassar,Sulawesi Selatan,2022-12-05,PARTNERSHIP,BRONZE,41787980.47,STR0126,True,True,True,7.99,2022-12-27,2024-07-22
CUST0002858,Customer 2858,2242501349876322,086520413877,customer2858@email.com,Badung,Bali,2020-11-29,ORGANIC,BRONZE,49277615.89,STR0083,True,True,True,19.32,2020-12-17,2021-11-19
CUST0002859,Customer 2859,4029982938232041,6285910274897,customer2859@email.com,Denpasar,Bali,2021-09-26,PAID_SEARCH,SILVER,4836611.43,STR0097,True,True,True,44.49,2021-09-26,2023-03-04
CUST0002860,Customer 2860,0998786279221301,6282373943421,customer2860@email.com,Surabaya,Jawa Timur,2022-04-14,PAID_SEARCH,BRONZE,32018234.82,STR0218,True,True,True,9.69,2022-05-09,2023-10-10
CUST0002861,Customer 2861,0554491413798374,+6287915335303,customer2861@email.com,Bandung,Jawa Barat,2023-01-29,REFERRAL,SILVER,938129.23,STR0140,True,True,True,71.7,2023-02-09,2023-06-25
CUST0002862,Customer 2862,8390459927893831,6280244874111,customer2862@email.com,Jakarta Pusat,DKI Jakarta,2022-06-03,PAID_SOCIAL,BRONZE,8492656.86,STR0079,True,True,False,19.49,2022-06-11,2023-12-12
CUST0002863,Customer 2863,0134287221226112,+6288476999013,customer2863@email.com,Tangerang Selatan,Banten,2023-12-05,PAID_SOCIAL,BRONZE,10431227.76,STR0084,True,True,False,17.4,2024-01-04,2024-08-06
CUST0002864,Customer 2864,4749285063606838,+6280532265776,,Denpasar,Bali,2023-01-17,PARTNERSHIP,SILVER,46736981.62,STR0228,True,True,True,48.27,2023-02-13,2024-06-08
CUST0002865,Customer 2865,3894199428870268,6285570917419,customer2865@email.com,Magelang,Jawa Tengah,2024-07-23,ORGANIC,BRONZE,2143098.26,STR0064,True,True,True,70.31,2024-08-08,2025-01-22
CUST0002866,Customer 2866,2532407436158456,6286371726788,,Makassar,Sulawesi Selatan,2023-06-15,PAID_SEARCH,PLATINUM,22787563.21,STR0015,True,False,True,32.7,2023-06-16,2023-08-12
CUST0002867,Customer 2867,7685741102086138,+6283395782503,customer2867@email.com,Badung,Bali,2022-05-27,ORGANIC,PLATINUM,44068277.95,STR0125,True,True,False,30.88,2022-05-31,2022-12-02
CUST0002868,Customer 2868,1370807981900142,6283163408919,customer2868@email.com,Jakarta Selatan,DKI Jakarta,2022-03-12,PAID_SOCIAL,GOLD,6070607.63,STR0093,True,True,True,28.64,2022-04-10,2023-10-23
CUST0002869,Customer 2869,8412380427205091,084223616364,customer2869@email.com,Serang,Banten,2024-07-14,REFERRAL,SILVER,36173439.19,STR0148,True,True,True,91.21,2024-07-19,2024-12-14
CUST0002870,Customer 2870,8104430947845198,6284258427581,customer2870@email.com,Solo,Jawa Tengah,2024-10-06,ORGANIC,GOLD,3992785.01,STR0149,True,True,True,22.91,2024-11-01,2026-04-06
CUST0002871,Customer 2871,6238534021873763,6280237178217,customer2871@email.com,Makassar,Sulawesi Selatan,2024-11-04,PAID_SEARCH,BRONZE,12199019.77,STR0188,True,True,False,9.09,2024-11-21,2026-01-25
CUST0002872,Customer 2872,9784260906201335,6287501649369,customer2872@email.com,Magelang,Jawa Tengah,2024-10-20,ORGANIC,PLATINUM,27346866.05,STR0086,True,True,False,68.74,2024-10-21,2024-12-02
CUST0002873,Customer 2873,2807271683502997,+6286714445505,customer2873@email.com,Surabaya,Jawa Timur,2020-01-29,REFERRAL,BRONZE,40350140.24,STR0161,True,True,False,5.05,2020-02-22,2021-06-12
CUST0002874,Customer 2874,0062635601309646,6288874224242,customer2874@email.com,Samarinda,Kalimantan Timur,2022-04-05,PAID_SOCIAL,SILVER,36386209.92,STR0164,True,True,True,29.97,2022-04-16,2022-10-20
CUST0002875,Customer 2875,9513324539533212,081998138525,customer2875@email.com,Badung,Bali,2020-04-21,PAID_SEARCH,GOLD,33763213.81,STR0011,True,True,False,8.61,2020-04-27,2021-07-03
CUST0002876,Customer 2876,5164920104912104,6287683858059,customer2876@email.com,Makassar,Sulawesi Selatan,2021-04-26,ORGANIC,GOLD,41375863.39,STR0035,True,False,False,61.51,2021-05-13,2021-07-28
CUST0002877,Customer 2877,6275424316325404,+6286511238701,,Bekasi,Jawa Barat,2023-05-26,ORGANIC,BRONZE,1679612.1,STR0116,True,True,True,35.83,2023-05-28,2024-10-05
CUST0002878,Customer 2878,1150742091418965,+6283696304763,customer2878@email.com,Sidoarjo,Jawa Timur,2023-02-14,REFERRAL,BRONZE,12895728.0,STR0121,True,True,False,15.51,2023-03-10,2023-12-09
CUST0002879,Customer 2879,6003429286149291,087529896961,customer2879@email.com,Badung,Bali,2023-10-24,PAID_SOCIAL,BRONZE,44089068.98,STR0016,True,True,True,66.83,2023-10-30,2024-01-10
CUST0002880,Customer 2880,2594696033140944,+6283684192343,customer2880@email.com,Makassar,Sulawesi Selatan,2024-10-08,PAID_SOCIAL,PLATINUM,28751553.66,STR0009,True,True,True,33.42,2024-10-18,2025-06-18
CUST0002881,Customer 2881,5850336665384426,082154385304,customer2881@email.com,Badung,Bali,2020-01-15,PAID_SEARCH,BRONZE,37790259.19,STR0115,True,True,True,33.15,2020-02-11,2021-06-23
CUST0002882,Customer 2882,0307427228809680,6285938392632,,Samarinda,Kalimantan Timur,2023-04-22,PARTNERSHIP,SILVER,19788547.4,STR0137,True,True,True,32.24,2023-05-16,2023-08-09
CUST0002883,Customer 2883,8520573647715027,+6282224309458,customer2883@email.com,Malang,Jawa Timur,2023-06-12,PAID_SOCIAL,GOLD,37800057.64,STR0223,True,True,True,44.85,2023-06-19,2023-07-23
CUST0002884,Customer 2884,4784993688376265,080764939723,customer2884@email.com,Balikpapan,Kalimantan Timur,2023-03-01,ORGANIC,GOLD,23982318.6,STR0199,True,True,True,90.53,2023-03-23,2023-08-07
CUST0002885,Customer 2885,4911689768304049,6285831929273,customer2885@email.com,Binjai,Sumatera Utara,2022-02-03,ORGANIC,SILVER,48367679.23,STR0158,True,True,True,44.31,2022-03-02,2023-01-05
CUST0002886,Customer 2886,3990008119776507,+6289746294292,customer2886@email.com,Yogyakarta,Yogyakarta,2020-05-10,REFERRAL,SILVER,10405453.03,STR0158,True,False,False,29.17,2020-06-07,2021-05-31
CUST0002887,Customer 2887,4537326377343035,+6280750570266,customer2887@email.com,Bekasi,Jawa Barat,2024-11-22,PAID_SOCIAL,BRONZE,43739031.73,STR0183,True,True,False,69.25,2024-12-17,2025-06-04
CUST0002888,Customer 2888,00022585664603287,6280564529678,customer2888@email.com,Sleman,Yogyakarta,2024-11-18,PAID_SOCIAL,GOLD,39473982.87,STR0069,True,True,True,62.99,2024-11-30,2025-06-03
CUST0002889,Customer 2889,4513025626083593,089944097279,customer2889@email.com,Jakarta Timur,DKI Jakarta,2021-10-04,PAID_SOCIAL,PLATINUM,30603142.87,STR0064,True,True,True,71.33,2021-10-17,2022-03-18
CUST0002890,Customer 2890,9322777757636018,6282812961357,customer2890@email.com,Bogor,Jawa Barat,2023-01-30,PAID_SOCIAL,BRONZE,42808097.33,STR0185,False,True,False,21.78,2023-02-16,2024-04-07
CUST0002891,Customer 2891,9912610254885752,+6287185186195,customer2891@email.com,Samarinda,Kalimantan Timur,2022-01-16,PARTNERSHIP,DIAMOND,47557615.32,STR0177,True,True,True,87.73,2022-01-26,2022-04-14
CUST0002892,Customer 2892,215175135924681,+6280952059178,customer2892@email.com,Semarang,Jawa Tengah,2021-05-20,PAID_SEARCH,GOLD,32750696.07,STR0129,True,True,True,94.86,2021-05-31,2021-07-13
CUST0002893,Customer 2893,1391155763065703,+6286198906738,customer2893@email.com,Bekasi,Jawa Barat,2023-02-24,PAID_SOCIAL,PLATINUM,29126069.93,STR0057,True,True,True,64.54,2023-03-12,2023-07-29
CUST0002894,Customer 2894,1248944053536048,6285673953874,customer2894@email.com,Semarang,Jawa Tengah,2020-03-01,PARTNERSHIP,BRONZE,49627376.19,STR0198,False,True,True,32.48,2020-03-15,2020-08-24
CUST0002895,Customer 2895,5742173080686403,6286307739247,customer2895@email.com,Bogor,Jawa Barat,2021-02-07,PAID_SOCIAL,DIAMOND,9524866.77,STR0130,True,True,True,37.26,2021-03-05,2021-05-21
CUST0002896,Customer 2896,9210199737915748,088259363280,customer2896@email.com,Medan,Sumatera Utara,2020-02-05,PARTNERSHIP,SILVER,46154693.1,STR0051,True,True,False,41.72,2020-02-22,2020-05-29
CUST0002897,Customer 2897,6287712772323216,087877699021,customer2897@email.com,Surabaya,Jawa Timur,2024-05-06,PARTNERSHIP,BRONZE,48755503.75,STR0075,True,True,True,41.57,2024-05-28,2025-04-19
CUST0002898,Customer 2898,2909920165826105,086628307338,customer2898@email.com,Makassar,Sulawesi Selatan,2022-06-24,REFERRAL,BRONZE,33979613.04,STR0108,False,True,True,29.88,2022-06-29,2023-05-20
CUST0002899,Customer 2899,1518310442385931,6288407590344,customer2899@email.com,Magelang,Jawa Tengah,2023-10-23,REFERRAL,BRONZE,33459801.1,STR0228,True,True,True,25.91,2023-10-23,2024-10-20
CUST0002900,Customer 2900,9715869844812043,+6289809937588,customer2900@email.com,Tangerang,Banten,2020-07-25,PARTNERSHIP,SILVER,43915489.42,STR0206,True,True,False,22.58,2020-07-28,2020-12-07
CUST0002901,Customer 2901,2990372321031139,085526525508,customer2901@email.com,Magelang,Jawa Tengah,2023-07-28,ORGANIC,GOLD,14688999.38,STR0099,True,True,True,14.16,2023-08-22,2023-10-21
CUST0002902,Customer 2902,5755521597838555,+6288637679694,customer2902@email.com,Yogyakarta,Yogyakarta,2020-09-19,PAID_SOCIAL,BRONZE,43177300.72,STR0050,True,True,True,66.51,2020-09-24,2020-11-22
CUST0002903,Customer 2903,0053514984228911,089122079078,customer2903@email.com,Yogyakarta,Yogyakarta,2020-01-19,ORGANIC,PLATINUM,13570308.97,STR0036,True,True,True,46.54,2020-02-09,2020-11-23
CUST0002904,Customer 2904,2246526813246974,086845498384,customer2904@email.com,Jakarta Timur,DKI Jakarta,2021-01-17,ORGANIC,BRONZE,6968181.85,STR0113,True,True,False,82.66,2021-01-27,2021-07-04
CUST0002905,Customer 2905,2336193681454912,+6284335796122,customer2905@email.com,Denpasar,Bali,2021-08-24,ORGANIC,GOLD,13947298.63,STR0054,True,True,True,18.36,2021-09-09,2022-02-10
CUST0002906,Customer 2906,0976128437321571,6282169983360,customer2906@email.com,Depok,Jawa Barat,2020-11-04,ORGANIC,GOLD,42868112.77,STR0027,True,True,True,73.24,2020-11-26,2021-03-10
CUST0002907,Customer 2907,1792737123913043,+6281229185468,customer2907@email.com,Magelang,Jawa Tengah,2020-10-02,PAID_SEARCH,GOLD,16365582.87,STR0169,True,True,False,28.93,2020-10-31,2020-11-02
CUST0002908,Customer 2908,4486270126806133,6285507516043,customer2908@email.com,Jakarta Timur,DKI Jakarta,2024-01-04,PAID_SEARCH,BRONZE,10394395.6,STR0096,True,True,False,88.55,2024-01-17,2024-04-12
CUST0002909,Customer 2909,9167299898575629,+6287211131448,customer2909@email.com,Sidoarjo,Jawa Timur,2023-04-23,ORGANIC,BRONZE,40340955.58,STR0230,False,True,False,9.81,2023-04-30,2023-11-11
CUST0002910,Customer 2910,1912898919648120,+6280338932060,customer2910@email.com,Sleman,Yogyakarta,2021-07-11,PAID_SEARCH,GOLD,11052706.45,STR0030,True,False,False,42.58,2021-07-13,2022-04-07
CUST0002911,Customer 2911,6548197599385162,086151122510,customer2911@email.com,Depok,Jawa Barat,2023-03-25,PARTNERSHIP,BRONZE,24474284.54,STR0062,True,True,False,41.36,2023-04-02,2024-09-24
CUST0002912,Customer 2912,9973841319752906,6288701817889,customer2912@email.com,Medan,Sumatera Utara,2022-02-08,PAID_SOCIAL,BRONZE,26485634.17,STR0231,True,True,True,47.45,2022-02-20,2023-06-24
CUST0002913,Customer 2913,2466338936333443,085438938448,customer2913@email.com,Medan,Sumatera Utara,2022-02-05,REFERRAL,BRONZE,8170917.46,STR0079,True,True,True,61.59,2022-02-05,2022-08-08
CUST0002914,Customer 2914,2581070627524400,6289799121534,customer2914@email.com,Jakarta Barat,DKI Jakarta,2022-03-07,ORGANIC,SILVER,21191062.38,STR0167,True,True,True,46.76,2022-03-22,2023-02-12
CUST0002915,Customer 2915,5091261110868067,083289136830,customer2915@email.com,Samarinda,Kalimantan Timur,2022-09-12,ORGANIC,SILVER,27871212.49,STR0209,True,True,True,20.82,2022-10-05,2023-07-18
CUST0002916,Customer 2916,9855794689960456,6282292497899,customer2916@email.com,Balikpapan,Kalimantan Timur,2022-04-03,ORGANIC,SILVER,2759929.59,STR0161,False,True,False,87.76,2022-05-03,2022-05-13
CUST0002917,Customer 2917,6154007601312479,6285383758297,customer2917@email.com,Magelang,Jawa Tengah,2024-04-14,PAID_SEARCH,BRONZE,37027985.28,STR0074,False,True,True,42.98,2024-04-19,2024-05-29
CUST0002918,Customer 2918,5456965120163393,6289863458126,customer2918@email.com,Serang,Banten,2020-08-29,PAID_SOCIAL,BRONZE,23520708.75,STR0095,False,False,True,85.61,2020-09-18,2021-02-03
CUST0002919,Customer 2919,7044217085184506,+6285300030145,customer2919@email.com,Balikpapan,Kalimantan Timur,2020-06-12,PAID_SOCIAL,GOLD,6759580.31,STR0170,True,True,True,12.79,2020-07-04,2021-05-17
CUST0002920,Customer 2920,5713656766660059,6286893184680,customer2920@email.com,Sidoarjo,Jawa Timur,2022-01-09,PAID_SOCIAL,BRONZE,4036218.79,STR0100,False,True,True,6.67,2022-01-31,2023-02-10
